,Applicant_Id,Job_Roles,Percentage,text
545,878,Computer Programmer,66.5,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Presentation Skills;Critical Thinking"
546,879,Systems Architect,75.0,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Leadership;Gathering Informing"
547,882,Software Engineer,70.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology News Gathering;Accounting Skills
548,883,Accounts Payable Associate,69.35,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Team work;Active Listening"
549,884,Workforce Analyst,74.1,"B.B.A Management Communication,Customer Service,Human Resources,Store Management,Financial Statements,Conflict Resolution Entrepreneurship;Human Resources Observation Skills;Active Listening"
550,888,Desktop Operator,75.0,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Problem Solving skills;Communication Skills"
551,891,Marketing Data Analyst,71.25,"B.COM Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Entrepreneurship;Financial Analysis News Gathering;Analytic Thinking"
552,892,IT Professional,76.0,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Presentation Skills;Analytic Thinking"
553,893,BIM Engineer,65.55,"B.E Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Cyber Security;Information Technology;Blockchain Risk Managing;Critical Thinking"
554,894,Mechanical Model Engineer,63.0,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Logical Skills;Analytic Thinking"
555,895,Business Oerations,76.0,"B.COM Business Administration Business Development,Sales Process,Customer Service,CRM,Client Relationships,Cloud,Territory strategies,Account Management, Market Research,Value Proposition Social Media Marketing;Sales/Marketing News Gathering;Negotiation Skills"
556,896,Teacher,66.0,B.A Psychology Communication;Patience;Ethics;Customer Service;Problem-Solving;Emotional Stability;Compassion;Listening Research Wealth Management;Accounting Skills
557,897,Epidemiologist,74.1,B.SC Biotechnology Cancer Research;cancer Biology;bacterial transformation;molecular cloning;cell culture; Gel Electrophoresis; Fluorescence Microscopy; Polymerase Chain Reaction (PCR); Real-Time Polymerase Chain Reaction (qPCR) Biotechnology Building Rapport;Active Listening
558,898,Soil and plant Scientist,70.3,B.SC Agriculture Food Safety;State Regulations;GIS;Analytical thinking;Research;Data analysis;Energy Management;Pest Management;Microbiology;Organic Farming Research Leadership;Negotiation Skills
559,909,Business Intelligence Specialist,66.5,"B.B.A Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Sales/Marketing Work under Pressure;People Management"
560,911,Marketing and Business Operations Associate,71.0,"B.B.A Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Sales/Marketing Work under Pressure;Negotiation Skills"
561,912,Product Engineer,68.0,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Wealth Management;Analytic Thinking"
562,915,UX Designer & UI Developer,67.45,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Observation Skills;Gathering Informing"
563,916,Associate Design Engineer,68.4,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Wealth Management;People Management"
564,917,Production Chemist,85.5,"B.SC Chemistry Chemistry,Data Analysis,Elisa,Immunoassay,Assay Development,GMP,R, Cell Culture,Procedures,Regulatory Submissions Biotechnology Logical Skills;Accounting Skills"
565,918,Network Administrator,80.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Analytic Thinking"
566,921,CAD Engineer,59.85,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; News Gathering;Gathering Informing"
567,923,Human Resources Business Partner,70.58,B.A Law Analytical and research skills;Persuasive communication;Advocacy;Resilience;Negotiation Skills;Civil & Criminal Law Law;Content Writing Problem Solving Skills;Gathering Informing
568,926,Economist,71.0,B.A Economics International Economics;International Trade Rules;Monetary Policy;RBI Regulations;Cost Analysis; Law Team work;Gathering Informing
569,927,CES-CAE- FEA Analyst,73.15,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Team work;Analytic Thinking"
570,928,Salesforce Developer,65.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Risk Managing;Active Listening
571,930,Executive Accounts,58.0,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Work under Pressure;Gathering Informing"
572,931,GIS Associate,64.6,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Problem Solving skills;People Management"
573,932,Geotechnical Engnineer,78.18,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Observation Skills;People Management"
574,933,Tech Support Associate,72.0,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Team work;Analytic Thinking"
575,934,Information Security Analyst,66.5,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Logical Skills;People Management"
576,937,Sales Analyst	,60.0,B.A Economics International Economics;International Trade Rules;Monetary Policy;RBI Regulations;Cost Analysis; Law Leadership;Analytic Thinking
577,938,Teacher,59.0,B.A Political Science Contemporary Political Science;International Relations;Decision-making;Analytical Skills;Public speaking;Communication Skills Law;Content Writing Presentation Skills;Critical Thinking
578,939,Data Analyst,65.55,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Leadership;Communication Skills
579,941,Machine Operator,77.9,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Leadership;People Management"
580,944,Pavement Engineer,86.45,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Wealth Management;Active Listening"
581,945,Field Engineer,91.29,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Team work;Gathering Informing"
582,948,SQL Developer,79.0,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Wealth Management;Critical Thinking"
583,949,Web Designer,69.0,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Wealth Management;Negotiation Skills"
584,951,DevOps Engineer,74.1,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Interpersonal Skills;Accounting Skills
585,956,Foreign Trade Analyst,77.0,B.A Economics International Economics;International Trade Rules;Monetary Policy;RBI Regulations;Cost Analysis; Law Team work;Negotiation Skills
586,960,Web Developer,68.11,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Building Rapport;Accounting Skills"
587,961,Help Desk Worker/Desktop Support,78.85,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Observation Skills;Analytic Thinking"
588,962,Lecturer,76.95,B.SC Physics Mathematical Concepts;Research;Teaching;Technical Reports;Mathematical Modeling;Calculus;Algebra;Teaching;Astronomy Data Science;Data Analysis;Research Presentation Skills;Gathering Informing
589,964,Finance Executive,76.95,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,ERP Financial Analysis;Blockchain Work under Pressure;Negotiation Skills"
590,965,Support Engineer,82.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Observation Skills;Communication Skills
591,966,Computer Programmer,69.0,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Presentation Skills;People Management
592,971,Biomedical Engineer,60.0,B.TECH Biotechnology Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases;Protein structure;protein characterization;protein engineering Biotechnology Problem Solving skills;People Management
593,973,Artificial Intelligence Engineer,85.5,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Team work;Active Listening"
594,974,Financial Analyst,82.0,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Observation Skills;Gathering Informing"
595,979,Cloud Architect,85.5,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Observation Skills;Active Listening"
596,980,SQL/ETL Developer,70.0,B.SC Computer Science AI;ML;Python;Java;SQL;Oracle;Programming;Tableau;Designing Skills Animation; Software Work under Pressure;Critical Thinking
597,982,Python Developer,66.5,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing News Gathering;People Management"
598,984,Busieness Development Executive,82.65,"B.B.A Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Sales/Marketing Risk Managing;Negotiation Skills"
599,985,GoLang Developer,78.85,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Leadership;Communication Skills"
600,986,Electronics Research Engineer,78.67,"B.E Electronics and Communication Engineering C/C++,Java,MatLab,CAD,Control Sytems,Data structures,VLSI,PLC,Engineering Design,HDL,Digital signal processing,Networking Cyber Security;Information Technology;Blockchain Presentation Skills;People Management"
601,987,System Analyst,63.46,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Leadership;Analytic Thinking"
602,989,Android Developer,78.85,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Leadership;Accounting Skills"
603,990,System Administrator,62.35,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Team work;Critical Thinking"
604,992,System Engineer,72.96,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;People Management"
605,994,QA Testing,65.55,"B.C.A Programming Languages C++;Python;SQL;Java;DBMS,System design,Networking;HTML,XHTML,PHP,JAVA Script ASP. net  Software;Web Designing;Animation Interpersonal Skills;Analytic Thinking"
606,995,BIM Engineer,60.75,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Logical Skills;Communication Skills"
607,996,Full Stack Developer,74.1,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Team work;Accounting Skills"
608,998,Health Educator,51.0,B.A Psychology Communication;Patience;Ethics;Customer Service;Problem-Solving;Emotional Stability;Compassion;Listening Research Risk Managing;Critical Thinking
609,1000,Sales Force Developer,76.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Building Rapport;Active Listening"
610,1001,Web Developer,72.01,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;People Management"
611,1003,Payments Risk Analyst,83.98,"B.B.A Finance Financial Models,Variance Analysis,Customer Service,Financial Performance,Data Analysis,Pivot Tables,Ad-Hoc Analysis,SQL, General Ledger Accounts,ERP Financial Analysis;Blockchain Team work;People Management"
612,1004,Personal Tutor,85.5,B.A Psychology Communication;Patience;Ethics;Customer Service;Problem-Solving;Emotional Stability;Compassion;Listening Research Risk Managing;Gathering Informing
613,1008,Associate Consultant,74.4,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Building Rapport;Negotiation Skills"
614,1009,Emcee,74.1,B.A English Written and oral communication skills;Public Speaking;Critical thinking;Behavior Assessment;Cognitive Skills;Teaching;Mass Communication Journalism Leadership;Accounting Skills
615,1011,Data Scientist,86.0,B.SC Physics Mathematical Concepts;Research;Teaching;Technical Reports;Mathematical Modeling;Calculus;Algebra;Teaching;Astronomy Data Science;Data Analysis;Research Risk Managing;Critical Thinking
616,1014,UX designer,77.33,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Logical Skills;Active Listening"
617,1015,Power Engineer,79.8,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Interpersonal Skills;Accounting Skills"
618,1018,Illustrator,68.0,"B.A Journalism Interviewing,Reporting,Ethics,Writing,Digital Journalism Skills,Investigative Reporting,Mobile Journalism Skills,Social Media,Video Journalism Skills,Mass Communication Content Creation Presentation Skills;Communication Skills"
619,1020,Service Engineer,61.75,"B.E Electronics and Communication Engineering C/C++,Java,MatLab,CAD,Control Sytems,Data structures,VLSI,PLC,Engineering Design,HDL,Digital signal processing,Networking Cyber Security;Information Technology;Blockchain News Gathering;Analytic Thinking"
620,1021,Pharmacist,76.95,B.Pharmacy B.Pharmacy Life sciences; Pharmacovigilance;pharmacology; GMP; Pharmaceutics; Drug Discovery; Clinical Trials; Pharmacokinetics; Clinical Research; High-Performance Liquid Chromatography (HPLC); GCP;GLP; Research Presentation Skills;Negotiation Skills
621,1023,Computer Hardware Engineer,70.49,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Interpersonal Skills;Communication Skills"
622,1027,Metrologist,85.5,B.TECH Biotechnology Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases;Protein structure;protein characterization;protein engineering Biotechnology Leadership;Communication Skills
623,1030,Mechanical Design Engineer,74.1,"B.TECH Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Interior Design;Designing;Animation Wealth Management;People Management"
624,1031,Software Engineer,75.05,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Interpersonal Skills;Communication Skills"
625,1032,Associate consultant,70.3,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;Critical Thinking"
626,1033,Simulation Engineer,83.41,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Leadership;Active Listening"
627,1040,Data Scientist,79.8,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Wealth Management;Analytic Thinking"
628,1041,Data Analyst,79.8,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Presentation Skills;Communication Skills"
629,1043,Water Quality Chemist,67.0,B.SC Chemistry Artistic skills;Editing;Product Knowledge;Creativity Skills;Market Study;Excel;Sales Biotechnology Logical Skills;Gathering Informing
630,1044,GoLang Developer,83.6,"B.E Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Entrepreneurship;Cloud computing Logical Skills;Gathering Informing"
631,1045,Risk and Compliance Manager,71.25,B.A Law Analytical and research skills;Persuasive communication;Advocacy;Resilience;Negotiation Skills;Civil & Criminal Law Law;Content Writing News Gathering;Analytic Thinking
632,1046,Software Engineer,71.25,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;Critical Thinking"
633,1049,Communication Engineer,74.1,"B.TECH Information Technology C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Risk Managing;People Management"
634,1051,Web Developer,66.0,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology News Gathering;People Management"
635,1052,Java Developer,70.3,"B.TECH Computer Science Engineering C/C++,Python,SQL,R,Tableau,Python,Big Data,ETL,Cloud,Scala,Java,Data,Analysis,Redshift,Data Pipeline,AWS,GC,Azure,Node.js;Angular;JIRA;TRELLO;Jquery;Javascript;Ajax;PHP Blockchain ;Software;Information Technology Wealth Management;Critical Thinking"
636,1054,Data Specialist-Finance,59.85,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics Interpersonal Skills;Negotiation Skills"
637,1055,Contractor,76.95,"B.TECH Civil Engineering Revit, Structural Analysis, BIM,Navisworks,Engineering Design,Engineering Drawings,Tekla,AUTOCAD, Solidworks,Civil 3D Designing;Construction;Interior Design Building Rapport;Negotiation Skills"
638,1056,Network Administrator,80.75,B.TECH Electronics and Telecommunications Engineering Information Security;Cyber Threat Intelligence (CTI);ITIL;Server Administration;Network Security;Sumologic;Crowdstrike Falcon;Active Directory;CiscoASA;ShavlikArcSight;Cisco Firewall Security; Blockchain ;Software;Information Technology Team work;Accounting Skills
639,1057,Marketing Analyst,76.0,"B.B.A Marketing Company Website development,Product Development,Market Research,Networking,SEO,Email Campaigns,MS-Office,Sales Process,Analytics,Business Development Sales/Marketing News Gathering;Negotiation Skills"
640,1058,IT Recruiter,71.25,"B.B.A Human Resources Performance Management,Customer Service,Payroll,Hris,Human Resources,Ensure Compliance,EEO,Company Policies,Personnel Files,Workers Compensation,Succession Planning, Safety Program,Osha,Workforce Management,Labor Relations Entrepreneurship;Human Resources Leadership;Communication Skills"
641,1059,Banker ,65.0,"B.COM Accounting and Finance General Ledger Accounts,Financial Statements,Gaap,Payroll,CPA, Balance Sheet,Internal Audit,Financial Transactions, Real Estate Financial Analysis;Logistics News Gathering;Gathering Informing"
642,1060,Recruiter,74.1,"B.B.A Human Resources Performance Management,Customer Service,Payroll,Hris,Human Resources,Ensure Compliance,EEO,Company Policies,Personnel Files,Workers Compensation,Succession Planning, Safety Program,Osha,Workforce Management,Labor Relations Entrepreneurship;Human Resources Building Rapport;People Management"
643,1064,Plant Engineer,65.0,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Presentation Skills;Gathering Informing"
644,1065,Rams Engineer,62.0,"B.E Mechanical Engineering Engineering Design,Product Design,Electrical Systems,R,;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX),STAAD PRO;ETABS Animation;Research;Designing; Risk Managing;Gathering Informing"
645,1066,"Public Service Officer

",58.0,"B.A History Archaeology;Journalism,Publishing,News Presentation,Teaching,Campaigning,Government Policies,Civil & Criminal Law Content Creation Logical Skills;Accounting Skills"
646,1068,Research Scientist,86.45,B.TECH Biotechnology Polymerase Chain Reaction (PCR);Molecular Biology;Life Sciences;Molecular Biology protein purification;protein chemistry;Protein Assays;Protein Electrophoresis;Protein Chromatography;Western Blotting;Protein Structure Prediction;Protein Kinases;Protein structure;protein characterization;protein engineering Biotechnology Wealth Management;People Management
647,1069,Travel and Tourism Expert,68.0,"B.A History Archaeology;Journalism,Publishing,News Presentation,Teaching,Campaigning,Government Policies,Civil & Criminal Law Content Creation Presentation Skills;Communication Skills"
648,1070,Manufacturing Engineer,64.79,"B.E Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Logistics; Embedded Design Risk Managing;Communication Skills"
649,1072,DevOps Engineer,75.0,"B.TECH Electrical and Electronics Engineering Revit,Electrical Systems, Electrical Design,Construction Documents,Autocad,UL,Engineering Drawings,Schematics,Engineering Design,Navisworks,Electrical Drawings,PLC,Line Diagrams Blockchain ;Software;Information Technology Interpersonal Skills;Gathering Informing"
650,1077,Industrialization Engineer,63.84,"B.TECH Automobile Engineering Engineering Design,CAD, Engineering Drawings,Product Design,Electrical Systems,R,CAE(autocad/catia/ansys/proE/SeimensNX) Designing;Animation;Blockchain Observation Skills;Critical Thinking"
